cluster_id,genes,gene_list,size,species_count
Cluster231,CAGL0M06963g,['CAGL0M06963g'],1,1
Cluster232,gene-YDR311W CAGL0J10934g gene:KLLA0_C14630g orf19.5297,"['gene-YDR311W', 'CAGL0J10934g', 'gene:KLLA0_C14630g', 'orf19.5297']",4,4
Cluster233,CaalfMp08.3 gene-Q0065,"['CaalfMp08.3', 'gene-Q0065']",2,0
Cluster234,CAGL0H10340g,['CAGL0H10340g'],1,1
Cluster235,gene:KLLA0_E18393g,['gene:KLLA0_E18393g'],1,1
Cluster236,gene:KLLA0_F10934g CAGL0L02563g gene-YKR100C,"['gene:KLLA0_F10934g', 'CAGL0L02563g', 'gene-YKR100C']",3,3
Cluster237,gene-YIL158W,['gene-YIL158W'],1,1
Cluster238,orf19.3826,['orf19.3826'],1,1
Cluster239,orf19.4984,['orf19.4984'],1,1
Cluster240,gene-YMR243C CAGL0K07392g gene:KLLA0_F08723g,"['gene-YMR243C', 'CAGL0K07392g', 'gene:KLLA0_F08723g']",3,3
Cluster241,gene-YDL130W-A gene-YDL181W CAGL0J06380g CAGL0J09262g,"['gene-YDL130W-A', 'gene-YDL181W', 'CAGL0J06380g', 'CAGL0J09262g']",4,2
Cluster242,gene:KLLA0_F06116g,['gene:KLLA0_F06116g'],1,1
Cluster243,gene-YCL001W-B,['gene-YCL001W-B'],1,1
Cluster244,orf19.6185,['orf19.6185'],1,1
Cluster245,orf19.1541,['orf19.1541'],1,1
Cluster246,gene-YBR090C,['gene-YBR090C'],1,1
Cluster247,gene-YHR054C-B,['gene-YHR054C-B'],1,1
Cluster248,CAGL0H04147g,['CAGL0H04147g'],1,1
Cluster249,gene:KLLA0_F23551g CAGL0B04631g gene-YOR109W,"['gene:KLLA0_F23551g', 'CAGL0B04631g', 'gene-YOR109W']",3,3
Cluster250,orf19.1652,['orf19.1652'],1,1
Cluster251,CAGL0M12386g gene-YIL051C gene:KLLA0_C08349g,"['CAGL0M12386g', 'gene-YIL051C', 'gene:KLLA0_C08349g']",3,3
Cluster252,gene-Q0115,['gene-Q0115'],1,0
Cluster253,gene-YPL198W gene:KLLA0_D03410g,"['gene-YPL198W', 'gene:KLLA0_D03410g']",2,2
Cluster254,gene-YLR157C,['gene-YLR157C'],1,1
Cluster255,orf19.5723,['orf19.5723'],1,1
Cluster256,orf19.1523,['orf19.1523'],1,1
Cluster257,orf19.857,['orf19.857'],1,1
Cluster258,gene:KLLA0_B10824g gene-YLR456W CAGL0H00286g,"['gene:KLLA0_B10824g', 'gene-YLR456W', 'CAGL0H00286g']",3,3
Cluster259,gene-YHR136C,['gene-YHR136C'],1,1
Cluster260,gene-YMR247W-A,['gene-YMR247W-A'],1,1
Cluster261,gene-YDR313C CAGL0H07315g gene:KLLA0_C14542g orf19.7547,"['gene-YDR313C', 'CAGL0H07315g', 'gene:KLLA0_C14542g', 'orf19.7547']",4,4
Cluster262,gene-YER025W CAGL0I08327g gene:KLLA0_D10571g orf19.4223,"['gene-YER025W', 'CAGL0I08327g', 'gene:KLLA0_D10571g', 'orf19.4223']",4,4
Cluster263,gene:KLLA0_C15851g gene-YPR089W CAGL0K08008g orf19.757,"['gene:KLLA0_C15851g', 'gene-YPR089W', 'CAGL0K08008g', 'orf19.757']",4,4
Cluster264,gene:KLLA0_E22595g CAGL0I03168g gene-YEL023C orf19.5894,"['gene:KLLA0_E22595g', 'CAGL0I03168g', 'gene-YEL023C', 'orf19.5894']",4,4
Cluster265,gene:KLLA0_A00781g CAGL0H07755g gene-YGL242C orf19.7109,"['gene:KLLA0_A00781g', 'CAGL0H07755g', 'gene-YGL242C', 'orf19.7109']",4,4
Cluster266,orf19.350 gene-YGR135W CAGL0I10406g gene:KLLA0_E03917g,"['orf19.350', 'gene-YGR135W', 'CAGL0I10406g', 'gene:KLLA0_E03917g']",4,4
Cluster267,orf19.4246 gene:KLLA0_A04125g,"['orf19.4246', 'gene:KLLA0_A04125g']",2,2
Cluster268,orf19.7312 gene:KLLA0_D10505g CAGL0H04081g gene-YML126C,"['orf19.7312', 'gene:KLLA0_D10505g', 'CAGL0H04081g', 'gene-YML126C']",4,4
Cluster269,orf19.4312 gene:KLLA0_F08811g gene-YLR055C CAGL0F01837g,"['orf19.4312', 'gene:KLLA0_F08811g', 'gene-YLR055C', 'CAGL0F01837g']",4,4
Cluster270,gene:KLLA0_A10945g orf19.4316,"['gene:KLLA0_A10945g', 'orf19.4316']",2,2
Cluster271,CAGL0F08151g gene-YGR246C gene:KLLA0_A05434g orf19.6649,"['CAGL0F08151g', 'gene-YGR246C', 'gene:KLLA0_A05434g', 'orf19.6649']",4,4
Cluster272,orf19.5379 gene-YGL012W CAGL0A00429g gene:KLLA0_A05071g,"['orf19.5379', 'gene-YGL012W', 'CAGL0A00429g', 'gene:KLLA0_A05071g']",4,4
Cluster273,orf19.599,['orf19.599'],1,1
Cluster274,CAGL0H04059g,['CAGL0H04059g'],1,1
Cluster275,gene:KLLA0_C07106g,['gene:KLLA0_C07106g'],1,1
Cluster276,gene-YIL054W,['gene-YIL054W'],1,1
Cluster277,orf19.1417,['orf19.1417'],1,1
Cluster278,orf19.1409.3,['orf19.1409.3'],1,1
Cluster279,orf19.1411,['orf19.1411'],1,1
Cluster280,orf19.1412,['orf19.1412'],1,1
Cluster281,snR67,['snR67'],1,0
Cluster282,snR68,['snR68'],1,0
Cluster283,snR5d,['snR5d'],1,0
Cluster284,snR60,['snR60'],1,0
Cluster285,orf19.2857 gene:KLLA0_E13025g gene-YIL143C CAGL0L08250g,"['orf19.2857', 'gene:KLLA0_E13025g', 'gene-YIL143C', 'CAGL0L08250g']",4,4
Cluster286,gene:KLLA0_F24816g CAGL0M05159g gene-YMR239C orf19.3796,"['gene:KLLA0_F24816g', 'CAGL0M05159g', 'gene-YMR239C', 'orf19.3796']",4,4
Cluster287,orf19.5818 CAGL0H01375g gene-YDR297W gene:KLLA0_C10406g,"['orf19.5818', 'CAGL0H01375g', 'gene-YDR297W', 'gene:KLLA0_C10406g']",4,4
Cluster288,orf19.7655 gene:KLLA0_F05071g CAGL0I03828g gene-YDL140C,"['orf19.7655', 'gene:KLLA0_F05071g', 'CAGL0I03828g', 'gene-YDL140C']",4,4
Cluster289,CAGL0I01342g gene-YEL046C gene:KLLA0_F16775g orf19.986,"['CAGL0I01342g', 'gene-YEL046C', 'gene:KLLA0_F16775g', 'orf19.986']",4,4
Cluster290,gene:KLLA0_B09526g gene-YPR066W CAGL0D01518g orf19.4209,"['gene:KLLA0_B09526g', 'gene-YPR066W', 'CAGL0D01518g', 'orf19.4209']",4,4
Cluster291,orf19.3103 CAGL0L11660g gene-YOR116C gene:KLLA0_E21253g,"['orf19.3103', 'CAGL0L11660g', 'gene-YOR116C', 'gene:KLLA0_E21253g']",4,4
Cluster292,gene:KLLA0_F01364g CAGL0J04928g gene-YJL050W orf19.1335,"['gene:KLLA0_F01364g', 'CAGL0J04928g', 'gene-YJL050W', 'orf19.1335']",4,4
Cluster293,orf19.6425 gene:KLLA0_B03179g gene-YLR398C CAGL0C02563g,"['orf19.6425', 'gene:KLLA0_B03179g', 'gene-YLR398C', 'CAGL0C02563g']",4,4
Cluster294,gene:KLLA0_D10956g CAGL0I08195g gene-YER020W orf19.1621,"['gene:KLLA0_D10956g', 'CAGL0I08195g', 'gene-YER020W', 'orf19.1621']",4,4
Cluster295,orf19.1461 gene:KLLA0_E04357g,"['orf19.1461', 'gene:KLLA0_E04357g']",2,2
Cluster296,orf19.5773 gene-YOL057W CAGL0C05093g gene:KLLA0_C04059g,"['orf19.5773', 'gene-YOL057W', 'CAGL0C05093g', 'gene:KLLA0_C04059g']",4,4
Cluster297,orf19.5449 gene:KLLA0_D03751g,"['orf19.5449', 'gene:KLLA0_D03751g']",2,2
Cluster298,gene:KLLA0_B00187g,['gene:KLLA0_B00187g'],1,1
Cluster299,CAGL0J02706g,['CAGL0J02706g'],1,1
Cluster300,gene:KLLA0_A12067g,['gene:KLLA0_A12067g'],1,1
Cluster301,CAGL0G09130g,['CAGL0G09130g'],1,1
Cluster302,gene:KLLA0_B00166g,['gene:KLLA0_B00166g'],1,1
Cluster303,gene:KLLA0_F11033g,['gene:KLLA0_F11033g'],1,1
Cluster304,gene-YOR012W,['gene-YOR012W'],1,1
Cluster305,CAGL0L08547g,['CAGL0L08547g'],1,1
Cluster306,gene-YDL227C CAGL0G05423g,"['gene-YDL227C', 'CAGL0G05423g']",2,2
Cluster307,gene-YNCD0022C,['gene-YNCD0022C'],1,1
Cluster308,gene-YKL178C CAGL0M08184g gene:KLLA0_A06534g orf19.2492,"['gene-YKL178C', 'CAGL0M08184g', 'gene:KLLA0_A06534g', 'orf19.2492']",4,4
Cluster309,gene:KLLA0_F14256g orf19.5970,"['gene:KLLA0_F14256g', 'orf19.5970']",2,2
Cluster310,CAGL0A04389g,['CAGL0A04389g'],1,1
Cluster311,orf19.5681,['orf19.5681'],1,1
Cluster312,CAGL0C03311g,['CAGL0C03311g'],1,1
Cluster313,orf19.1109,['orf19.1109'],1,1
Cluster314,orf19.1106,['orf19.1106'],1,1
Cluster315,orf19.1105.3,['orf19.1105.3'],1,1
Cluster316,CAGL0K07755g,['CAGL0K07755g'],1,1
Cluster317,gene-YBR184W,['gene-YBR184W'],1,1
Cluster318,tL(AAG)1,['tL(AAG)1'],1,0
Cluster319,gene:KLLA0_E11133g gene:KLLA0_E11155g CAGL0H02299g gene-YMR265C,"['gene:KLLA0_E11133g', 'gene:KLLA0_E11155g', 'CAGL0H02299g', 'gene-YMR265C']",4,3
Cluster320,orf19.5334 CAGL0E01243g gene-YLR136C,"['orf19.5334', 'CAGL0E01243g', 'gene-YLR136C']",3,3
Cluster321,gene:KLLA0_E05941g gene-YJR094W-A orf19.3942.1,"['gene:KLLA0_E05941g', 'gene-YJR094W-A', 'orf19.3942.1']",3,3
Cluster322,gene:KLLA0_E16897g gene-YDR258C CAGL0M08822g orf19.882,"['gene:KLLA0_E16897g', 'gene-YDR258C', 'CAGL0M08822g', 'orf19.882']",4,4
Cluster323,orf19.3553 gene:KLLA0_A07931g CAGL0L10516g gene-YKR081C,"['orf19.3553', 'gene:KLLA0_A07931g', 'CAGL0L10516g', 'gene-YKR081C']",4,4
Cluster324,orf19.4262 CAGL0H08778g gene-YPR042C gene:KLLA0_E06029g,"['orf19.4262', 'CAGL0H08778g', 'gene-YPR042C', 'gene:KLLA0_E06029g']",4,4
Cluster325,orf19.3139 orf19.3544 gene-YML131W CAGL0K12958g,"['orf19.3139', 'orf19.3544', 'gene-YML131W', 'CAGL0K12958g']",4,3
Cluster326,CAGL0K08184g gene-YKR066C gene:KLLA0_B07557g orf19.238 orf19.584,"['CAGL0K08184g', 'gene-YKR066C', 'gene:KLLA0_B07557g', 'orf19.238', 'orf19.584']",5,4
Cluster327,orf19.5663 CAGL0F05929g gene-YMR034C gene:KLLA0_F27049g,"['orf19.5663', 'CAGL0F05929g', 'gene-YMR034C', 'gene:KLLA0_F27049g']",4,4
Cluster328,gene:KLLA0_E14169g gene-YFR003C CAGL0F02255g orf19.7227,"['gene:KLLA0_E14169g', 'gene-YFR003C', 'CAGL0F02255g', 'orf19.7227']",4,4
Cluster329,orf19.6102 gene-YER045C CAGL0I05170g,"['orf19.6102', 'gene-YER045C', 'CAGL0I05170g']",3,3
Cluster330,orf19.1027 CAGL0J07436g gene-YNL231C gene:KLLA0_C02519g CAGL0J08074g gene-YNL264C,"['orf19.1027', 'CAGL0J07436g', 'gene-YNL231C', 'gene:KLLA0_C02519g', 'CAGL0J08074g', 'gene-YNL264C']",6,4
Cluster331,orf19.4753 CAGL0D01100g gene:KLLA0_F03773g CAGL0C01397g gene-YIL107C,"['orf19.4753', 'CAGL0D01100g', 'gene:KLLA0_F03773g', 'CAGL0C01397g', 'gene-YIL107C']",5,4
Cluster332,orf19.5210 gene:KLLA0_F04015g gene-YIL101C CAGL0G02739g,"['orf19.5210', 'gene:KLLA0_F04015g', 'gene-YIL101C', 'CAGL0G02739g']",4,4
Cluster333,orf19.583 gene-YJR078W,"['orf19.583', 'gene-YJR078W']",2,2
Cluster334,gene:KLLA0_A06886g,['gene:KLLA0_A06886g'],1,1
Cluster335,gene-YDR016C CAGL0D04394g,"['gene-YDR016C', 'CAGL0D04394g']",2,2
Cluster336,orf19.5423 gene:KLLA0_D14289g gene-YIL009C-A,"['orf19.5423', 'gene:KLLA0_D14289g', 'gene-YIL009C-A']",3,3
Cluster337,CAGL0J05390g,['CAGL0J05390g'],1,1
Cluster338,orf19.3626.1,['orf19.3626.1'],1,1
Cluster339,gene:KLLA0_C00891g gene-YDR532C CAGL0H01573g,"['gene:KLLA0_C00891g', 'gene-YDR532C', 'CAGL0H01573g']",3,3
Cluster340,orf19.5549,['orf19.5549'],1,1
Cluster341,gene-YPL223C,['gene-YPL223C'],1,1
Cluster342,orf19.5558,['orf19.5558'],1,1
Cluster343,orf19.4837.1,['orf19.4837.1'],1,1
Cluster344,orf19.4118,['orf19.4118'],1,1
Cluster345,orf19.3631,['orf19.3631'],1,1
Cluster346,orf19.4842,['orf19.4842'],1,1
Cluster347,orf19.3420,['orf19.3420'],1,1
Cluster348,orf19.5522,['orf19.5522'],1,1
Cluster349,orf19.5523,['orf19.5523'],1,1
Cluster350,gene-YGR161C-C,['gene-YGR161C-C'],1,1
Cluster351,gene-YLR256W-A,['gene-YLR256W-A'],1,1
Cluster352,gene-YNL054W-B,['gene-YNL054W-B'],1,1
Cluster353,gene-YNCM0015W,['gene-YNCM0015W'],1,1
Cluster354,orf19.5518,['orf19.5518'],1,1
Cluster355,orf19.7339,['orf19.7339'],1,1
Cluster356,orf19.5520,['orf19.5520'],1,1
Cluster357,orf19.741,['orf19.741'],1,1
Cluster358,gene:KLLA0_E03037g CAGL0M01672g gene-YDR387C,"['gene:KLLA0_E03037g', 'CAGL0M01672g', 'gene-YDR387C']",3,3
Cluster359,orf19.5930,['orf19.5930'],1,1
Cluster360,orf19.2615 CAGL0E00385g gene-YLR188W gene:KLLA0_C01991g,"['orf19.2615', 'CAGL0E00385g', 'gene-YLR188W', 'gene:KLLA0_C01991g']",4,4
Cluster361,orf19.7194,['orf19.7194'],1,1
Cluster362,orf19.3503,['orf19.3503'],1,1
Cluster363,TER1,['TER1'],1,0
Cluster364,orf19.1306 gene:KLLA0_D13002g,"['orf19.1306', 'gene:KLLA0_D13002g']",2,2
Cluster365,gene-YKL102C,['gene-YKL102C'],1,1
Cluster366,gene-YKL104W-A,['gene-YKL104W-A'],1,1
Cluster367,orf19.3128 gene:KLLA0_D18480g gene-YDR189W CAGL0F05665g,"['orf19.3128', 'gene:KLLA0_D18480g', 'gene-YDR189W', 'CAGL0F05665g']",4,4
Cluster368,gene:KLLA0_E05633g CAGL0F04477g gene-YBL041W orf19.2755,"['gene:KLLA0_E05633g', 'CAGL0F04477g', 'gene-YBL041W', 'orf19.2755']",4,4
Cluster369,gene-YEL033W,['gene-YEL033W'],1,1
Cluster370,orf19.4445,['orf19.4445'],1,1
Cluster371,gene-YKL106C-A,['gene-YKL106C-A'],1,1
Cluster372,gene-YJL052C-A,['gene-YJL052C-A'],1,1
Cluster373,orf19.6390,['orf19.6390'],1,1
Cluster374,orf19.6391,['orf19.6391'],1,1
Cluster375,orf19.4439,['orf19.4439'],1,1
Cluster376,orf19.6392,['orf19.6392'],1,1
Cluster377,orf19.428 gene-YJL057C CAGL0J05082g gene:KLLA0_F01507g,"['orf19.428', 'gene-YJL057C', 'CAGL0J05082g', 'gene:KLLA0_F01507g']",4,4
Cluster378,orf19.846 CAGL0M08316g gene-YKL171W gene:KLLA0_A06776g,"['orf19.846', 'CAGL0M08316g', 'gene-YKL171W', 'gene:KLLA0_A06776g']",4,4
Cluster379,orf19.5224 gene-YOL100W CAGL0I07513g gene:KLLA0_C12485g gene-YDR490C CAGL0G04609g,"['orf19.5224', 'gene-YOL100W', 'CAGL0I07513g', 'gene:KLLA0_C12485g', 'gene-YDR490C', 'CAGL0G04609g']",6,4
Cluster380,orf19.1196 CAGL0K06479g gene-YDR466W gene:KLLA0_E03587g,"['orf19.1196', 'CAGL0K06479g', 'gene-YDR466W', 'gene:KLLA0_E03587g']",4,4
Cluster381,orf19.3699 gene:KLLA0_F24288g gene-YNL128W CAGL0L04180g,"['orf19.3699', 'gene:KLLA0_F24288g', 'gene-YNL128W', 'CAGL0L04180g']",4,4
Cluster382,orf19.2382 gene-YPL040C CAGL0L12606g gene:KLLA0_D11858g,"['orf19.2382', 'gene-YPL040C', 'CAGL0L12606g', 'gene:KLLA0_D11858g']",4,4
Cluster383,orf19.3518 gene:KLLA0_D07073g gene-YPL134C gene-YOR222W CAGL0J04114g,"['orf19.3518', 'gene:KLLA0_D07073g', 'gene-YPL134C', 'gene-YOR222W', 'CAGL0J04114g']",5,4
Cluster384,gene-YOR074C CAGL0K05467g gene:KLLA0_A07843g orf19.3549,"['gene-YOR074C', 'CAGL0K05467g', 'gene:KLLA0_A07843g', 'orf19.3549']",4,4
Cluster385,orf19.6623 gene-YKL160W CAGL0E06270g gene:KLLA0_F21868g,"['orf19.6623', 'gene-YKL160W', 'CAGL0E06270g', 'gene:KLLA0_F21868g']",4,4
Cluster386,orf19.7672 gene-YDR411C CAGL0F02827g gene:KLLA0_A02101g,"['orf19.7672', 'gene-YDR411C', 'CAGL0F02827g', 'gene:KLLA0_A02101g']",4,4
Cluster387,orf19.6020 gene:KLLA0_F06402g gene-YNR007C CAGL0I05808g,"['orf19.6020', 'gene:KLLA0_F06402g', 'gene-YNR007C', 'CAGL0I05808g']",4,4
Cluster388,orf19.2594 gene:KLLA0_F02321g gene-YOR340C CAGL0E05478g,"['orf19.2594', 'gene:KLLA0_F02321g', 'gene-YOR340C', 'CAGL0E05478g']",4,4
Cluster389,orf19.5279 CAGL0G01881g gene-YPR100W gene:KLLA0_F08349g,"['orf19.5279', 'CAGL0G01881g', 'gene-YPR100W', 'gene:KLLA0_F08349g']",4,4
Cluster390,orf19.1977 CAGL0J04598g gene-YLR420W gene:KLLA0_D02926g,"['orf19.1977', 'CAGL0J04598g', 'gene-YLR420W', 'gene:KLLA0_D02926g']",4,4
Cluster391,CAGL0K01243g gene-YGR076C gene:KLLA0_D03817g orf19.7675,"['CAGL0K01243g', 'gene-YGR076C', 'gene:KLLA0_D03817g', 'orf19.7675']",4,4
Cluster392,orf19.6981 CAGL0K08228g gene-YKR051W gene:KLLA0_E15423g,"['orf19.6981', 'CAGL0K08228g', 'gene-YKR051W', 'gene:KLLA0_E15423g']",4,4
Cluster393,orf19.2098 gene-YGL202W CAGL0G01254g gene:KLLA0_F10021g,"['orf19.2098', 'gene-YGL202W', 'CAGL0G01254g', 'gene:KLLA0_F10021g']",4,4
Cluster394,gene:KLLA0_F19096g gene-YLR087C CAGL0L12210g orf19.956,"['gene:KLLA0_F19096g', 'gene-YLR087C', 'CAGL0L12210g', 'orf19.956']",4,4
Cluster395,gene:KLLA0_E18371g orf19.3152,"['gene:KLLA0_E18371g', 'orf19.3152']",2,2
Cluster396,orf19.374 CAGL0K08976g CAGL0F03575g gene-YPL176C gene-YOR256C gene:KLLA0_C09735g,"['orf19.374', 'CAGL0K08976g', 'CAGL0F03575g', 'gene-YPL176C', 'gene-YOR256C', 'gene:KLLA0_C09735g']",6,4
Cluster397,gene:KLLA0_E19779g CAGL0I05126g gene-YER086W orf19.5480,"['gene:KLLA0_E19779g', 'CAGL0I05126g', 'gene-YER086W', 'orf19.5480']",4,4
Cluster398,gene:KLLA0_C04532g gene-YOL073C CAGL0K01199g orf19.5984,"['gene:KLLA0_C04532g', 'gene-YOL073C', 'CAGL0K01199g', 'orf19.5984']",4,4
Cluster399,orf19.1840 gene-YNL087W,"['orf19.1840', 'gene-YNL087W']",2,2
Cluster400,gene-YBR189W gene:KLLA0_E23673g gene-YPL081W orf19.838.1,"['gene-YBR189W', 'gene:KLLA0_E23673g', 'gene-YPL081W', 'orf19.838.1']",4,3
Cluster401,orf19.2248 CAGL0C02981g gene-YCR048W gene:KLLA0_C09152g gene-YNR019W CAGL0M10571g,"['orf19.2248', 'CAGL0C02981g', 'gene-YCR048W', 'gene:KLLA0_C09152g', 'gene-YNR019W', 'CAGL0M10571g']",6,4
Cluster402,gene:KLLA0_B12012g CAGL0H08503g gene-YBR094W orf19.4621,"['gene:KLLA0_B12012g', 'CAGL0H08503g', 'gene-YBR094W', 'orf19.4621']",4,4
Cluster403,orf19.423 gene:KLLA0_E01827g CAGL0B01331g gene-YOL149W,"['orf19.423', 'gene:KLLA0_E01827g', 'CAGL0B01331g', 'gene-YOL149W']",4,4
Cluster404,orf19.6821 gene:KLLA0_D16324g gene-YLR127C CAGL0M04235g,"['orf19.6821', 'gene:KLLA0_D16324g', 'gene-YLR127C', 'CAGL0M04235g']",4,4
Cluster405,orf19.5835 gene:KLLA0_C01408g CAGL0B00880g gene-YCL031C,"['orf19.5835', 'gene:KLLA0_C01408g', 'CAGL0B00880g', 'gene-YCL031C']",4,4
Cluster406,gene:KLLA0_C01342g gene-YCL033C CAGL0B00836g orf19.3292,"['gene:KLLA0_C01342g', 'gene-YCL033C', 'CAGL0B00836g', 'orf19.3292']",4,4
Cluster407,gene:KLLA0_D06897g CAGL0L02673g gene-YOR217W orf19.6891,"['gene:KLLA0_D06897g', 'CAGL0L02673g', 'gene-YOR217W', 'orf19.6891']",4,4
Cluster408,gene:KLLA0_D06875g CAGL0L02695g gene-YOR216C orf19.6893,"['gene:KLLA0_D06875g', 'CAGL0L02695g', 'gene-YOR216C', 'orf19.6893']",4,4
Cluster409,orf19.6822 gene:KLLA0_D16346g gene-YLR128W CAGL0M04257g,"['orf19.6822', 'gene:KLLA0_D16346g', 'gene-YLR128W', 'CAGL0M04257g']",4,4
Cluster410,CAGL0M00484g gene-YJR133W gene:KLLA0_B04158g orf19.5832 gene-YDR399W CAGL0F02563g gene:KLLA0_C06655g,"['CAGL0M00484g', 'gene-YJR133W', 'gene:KLLA0_B04158g', 'orf19.5832', 'gene-YDR399W', 'CAGL0F02563g', 'gene:KLLA0_C06655g']",7,4
Cluster411,gene:KLLA0_C17985g CAGL0F08833g gene-YGR014W orf19.1490,"['gene:KLLA0_C17985g', 'CAGL0F08833g', 'gene-YGR014W', 'orf19.1490']",4,4
Cluster412,orf19.1480 gene-YMR118C gene:KLLA0_E12123g gene-YKL141W CAGL0D01958g,"['orf19.1480', 'gene-YMR118C', 'gene:KLLA0_E12123g', 'gene-YKL141W', 'CAGL0D01958g']",5,4
Cluster413,gene-YIL124W CAGL0G08690g gene:KLLA0_F04455g orf19.6167,"['gene-YIL124W', 'CAGL0G08690g', 'gene:KLLA0_F04455g', 'orf19.6167']",4,4
Cluster414,gene:KLLA0_E13817g CAGL0L02167g gene-YKR009C orf19.1288,"['gene:KLLA0_E13817g', 'CAGL0L02167g', 'gene-YKR009C', 'orf19.1288']",4,4
Cluster415,gene-YPR166C CAGL0I08481g gene:KLLA0_B10648g orf19.4023,"['gene-YPR166C', 'CAGL0I08481g', 'gene:KLLA0_B10648g', 'orf19.4023']",4,4
Cluster416,orf19.6322 gene:KLLA0_A11352g,"['orf19.6322', 'gene:KLLA0_A11352g']",2,2
Cluster417,gene:KLLA0_F18370g orf19.2863,"['gene:KLLA0_F18370g', 'orf19.2863']",2,2
Cluster418,orf19.6827 gene:KLLA0_F14531g CAGL0H04917g gene-YDR088C,"['orf19.6827', 'gene:KLLA0_F14531g', 'CAGL0H04917g', 'gene-YDR088C']",4,4
Cluster419,orf19.6955 CAGL0G01991g gene-YOR056C gene:KLLA0_F16280g,"['orf19.6955', 'CAGL0G01991g', 'gene-YOR056C', 'gene:KLLA0_F16280g']",4,4
Cluster420,gene:KLLA0_E24531g gene-YBR172C CAGL0M06149g CAGL0H05929g gene-YPL105C orf19.3141,"['gene:KLLA0_E24531g', 'gene-YBR172C', 'CAGL0M06149g', 'CAGL0H05929g', 'gene-YPL105C', 'orf19.3141']",6,4
Cluster421,orf19.7357 CAGL0M06721g gene-YIL083C gene:KLLA0_E08757g,"['orf19.7357', 'CAGL0M06721g', 'gene-YIL083C', 'gene:KLLA0_E08757g']",4,4
Cluster422,gene:KLLA0_E23299g gene-YPL069C CAGL0H05269g orf19.6674,"['gene:KLLA0_E23299g', 'gene-YPL069C', 'CAGL0H05269g', 'orf19.6674']",4,4
Cluster423,gene-YPR117W CAGL0D04510g gene:KLLA0_D15180g orf19.1240,"['gene-YPR117W', 'CAGL0D04510g', 'gene:KLLA0_D15180g', 'orf19.1240']",4,4
Cluster424,gene:KLLA0_E09857g gene:KLLA0_D19933g gene-YMR226C CAGL0M11242g orf19.4633,"['gene:KLLA0_E09857g', 'gene:KLLA0_D19933g', 'gene-YMR226C', 'CAGL0M11242g', 'orf19.4633']",5,4
Cluster425,gene:KLLA0_F20614g,['gene:KLLA0_F20614g'],1,1
Cluster426,gene-YIL102C,['gene-YIL102C'],1,1
Cluster427,CAGL0J06446r CAGL0E02277r gene-YNCO0001C gene-YNCN0002C gene-YNCG0035W,"['CAGL0J06446r', 'CAGL0E02277r', 'gene-YNCO0001C', 'gene-YNCN0002C', 'gene-YNCG0035W']",5,2
Cluster428,gene-YGL230C,['gene-YGL230C'],1,1
Cluster429,CAGL0G06050g,['CAGL0G06050g'],1,1
Cluster430,CAGL0G06160g,['CAGL0G06160g'],1,1
Cluster431,orf19.4227,['orf19.4227'],1,1
Cluster432,orf19.3430,['orf19.3430'],1,1
Cluster433,orf19.3429,['orf19.3429'],1,1
Cluster434,gene:KLLA0_F19921g gene-YDR130C CAGL0B02057g,"['gene:KLLA0_F19921g', 'gene-YDR130C', 'CAGL0B02057g']",3,3
Cluster435,orf19.840 gene-YPL079W gene:KLLA0_E23651g gene-YBR191W,"['orf19.840', 'gene-YPL079W', 'gene:KLLA0_E23651g', 'gene-YBR191W']",4,3
Cluster436,orf19.4923,['orf19.4923'],1,1
Cluster437,orf19.3186,['orf19.3186'],1,1
Cluster438,CAGL0L07568g,['CAGL0L07568g'],1,1
Cluster439,gene-YGL015C,['gene-YGL015C'],1,1
Cluster440,gene:KLLA0_E01783g,['gene:KLLA0_E01783g'],1,1
Cluster441,gene-YMR147W,['gene-YMR147W'],1,1
Cluster442,CAGL0A03410g,['CAGL0A03410g'],1,1
Cluster443,gene-YPR109W CAGL0B04103g gene:KLLA0_D14828g,"['gene-YPR109W', 'CAGL0B04103g', 'gene:KLLA0_D14828g']",3,3
Cluster444,orf19.362,['orf19.362'],1,1
Cluster445,CAGL0A03278g,['CAGL0A03278g'],1,1
Cluster446,orf19.5233,['orf19.5233'],1,1
Cluster447,orf19.5063,['orf19.5063'],1,1
Cluster448,orf19.5064.1,['orf19.5064.1'],1,1
Cluster449,orf19.6899,['orf19.6899'],1,1
Cluster450,orf19.6142 gene-YGL183C CAGL0L06050g gene:KLLA0_C17094g,"['orf19.6142', 'gene-YGL183C', 'CAGL0L06050g', 'gene:KLLA0_C17094g']",4,4
Cluster451,gene:KLLA0_C01562g CAGL0B00990g gene-YCL026C-B,"['gene:KLLA0_C01562g', 'CAGL0B00990g', 'gene-YCL026C-B']",3,3
Cluster452,CAGL0D05456g,['CAGL0D05456g'],1,1
Cluster453,gene:KLLA0_F09867g,['gene:KLLA0_F09867g'],1,1
Cluster454,gene-YNL195C CAGL0J11550g,"['gene-YNL195C', 'CAGL0J11550g']",2,2
Cluster455,CAGL0K04598r,['CAGL0K04598r'],1,1
Cluster456,CAGL0E01309g,['CAGL0E01309g'],1,1
Cluster457,gene-YML122C,['gene-YML122C'],1,1
Cluster458,gene-YHR125W,['gene-YHR125W'],1,1
Cluster459,CAGL0M03773g,['CAGL0M03773g'],1,1
Cluster460,gene:KLLA0_E03477g,['gene:KLLA0_E03477g'],1,1
