cluster_id,gene_id,species,homology_class,ohnolog_partner,ohnolog_evidence,outgroup_orthologs
Cluster3769,CAGL0H08305g,C_glabrata,ohnolog,CAGL0E04158g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6747', 'K_lactis': 'gene:KLLA0_F18810g'}"
Cluster137,gene-YPL089C,S_cerevisiae,ohnolog,gene-YBR182C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4662', 'K_lactis': 'gene:KLLA0_E24025g'}"
Cluster137,gene-YBR182C,S_cerevisiae,ohnolog,gene-YPL089C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4662', 'K_lactis': 'gene:KLLA0_E24025g'}"
Cluster137,CAGL0M06325g,C_glabrata,ohnolog,CAGL0H05621g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4662', 'K_lactis': 'gene:KLLA0_E24025g'}"
Cluster137,CAGL0H05621g,C_glabrata,ohnolog,CAGL0M06325g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4662', 'K_lactis': 'gene:KLLA0_E24025g'}"
Cluster6458,gene-YKR034W,S_cerevisiae,ohnolog,gene-YER040W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2842', 'K_lactis': 'gene:KLLA0_F21296g'}"
Cluster6458,gene-YER040W,S_cerevisiae,ohnolog,gene-YKR034W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2842', 'K_lactis': 'gene:KLLA0_F21296g'}"
Cluster6458,CAGL0L03157g,C_glabrata,ohnolog,CAGL0C02277g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2842', 'K_lactis': 'gene:KLLA0_F21296g'}"
Cluster6458,CAGL0C02277g,C_glabrata,ohnolog,CAGL0L03157g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2842', 'K_lactis': 'gene:KLLA0_F21296g'}"
Cluster2832,gene-YIL079C,S_cerevisiae,ohnolog,gene-YDL175C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4844', 'K_lactis': 'gene:KLLA0_F05896g'}"
Cluster2832,gene-YDL175C,S_cerevisiae,ohnolog,gene-YIL079C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4844', 'K_lactis': 'gene:KLLA0_F05896g'}"
Cluster2832,CAGL0J09460g,C_glabrata,ohnolog,CAGL0J03388g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4844', 'K_lactis': 'gene:KLLA0_F05896g'}"
Cluster2832,CAGL0J03388g,C_glabrata,ohnolog,CAGL0J09460g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4844', 'K_lactis': 'gene:KLLA0_F05896g'}"
Cluster1878,gene-YIL151C,S_cerevisiae,ohnolog,gene-YKR096W,WGD_2:1_pattern,"{'C_albicans': 'orf19.4686', 'K_lactis': 'gene:KLLA0_A00528g'}"
Cluster1878,gene-YKR096W,S_cerevisiae,ohnolog,gene-YIL151C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4686', 'K_lactis': 'gene:KLLA0_A00528g'}"
Cluster1878,CAGL0G02541g,C_glabrata,ohnolog,CAGL0H06611g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4686', 'K_lactis': 'gene:KLLA0_A00528g'}"
Cluster1878,CAGL0H06611g,C_glabrata,ohnolog,CAGL0G02541g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4686', 'K_lactis': 'gene:KLLA0_A00528g'}"
Cluster5427,gene-YDL061C,S_cerevisiae,ohnolog,gene-YLR388W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6415.1', 'K_lactis': 'gene:KLLA0_E05127g'}"
Cluster5427,gene-YLR388W,S_cerevisiae,ohnolog,gene-YDL061C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6415.1', 'K_lactis': 'gene:KLLA0_E05127g'}"
Cluster4836,gene-YNCO0005W,S_cerevisiae,ohnolog,gene-YNCP0019W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_D02640g'}
Cluster4836,gene-YNCP0019W,S_cerevisiae,ohnolog,gene-YNCO0005W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_D02640g'}
Cluster4836,CAGL0I05368r,C_glabrata,ohnolog,CAGL0M03443r,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_D02640g'}
Cluster4836,CAGL0M03443r,C_glabrata,ohnolog,CAGL0I05368r,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_D02640g'}
Cluster7234,gene-YBL059W,S_cerevisiae,ohnolog,gene-YER093C-A,WGD_2:1_pattern,"{'C_albicans': 'orf19.6156', 'K_lactis': 'gene:KLLA0_E20153g'}"
Cluster7234,gene-YER093C-A,S_cerevisiae,ohnolog,gene-YBL059W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6156', 'K_lactis': 'gene:KLLA0_E20153g'}"
Cluster5937,gene-YEL006W,S_cerevisiae,ohnolog,gene-YIL006W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1393', 'K_lactis': 'gene:KLLA0_D14036g'}"
Cluster5937,gene-YIL006W,S_cerevisiae,ohnolog,gene-YEL006W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1393', 'K_lactis': 'gene:KLLA0_D14036g'}"
Cluster4592,CAGL0C04114g,C_glabrata,ohnolog,CAGL0H09856g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1853', 'K_lactis': 'gene:KLLA0_E08625g'}"
Cluster4592,CAGL0H09856g,C_glabrata,ohnolog,CAGL0C04114g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1853', 'K_lactis': 'gene:KLLA0_E08625g'}"
Cluster180,gene-YPL189W,S_cerevisiae,ohnolog,gene-YGL084C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4985', 'K_lactis': 'gene:KLLA0_E19185g'}"
Cluster180,gene-YGL084C,S_cerevisiae,ohnolog,gene-YPL189W,WGD_2:1_pattern,"{'C_albicans': 'orf19.4985', 'K_lactis': 'gene:KLLA0_E19185g'}"
Cluster963,gene-YLR433C,S_cerevisiae,ohnolog,gene-YML057W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6033', 'K_lactis': 'gene:KLLA0_B05489g'}"
Cluster963,gene-YML057W,S_cerevisiae,ohnolog,gene-YLR433C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6033', 'K_lactis': 'gene:KLLA0_B05489g'}"
Cluster5003,CAGL0E01947g,C_glabrata,ohnolog,CAGL0M03795g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5989', 'K_lactis': 'gene:KLLA0_C12925g'}"
Cluster5003,CAGL0M03795g,C_glabrata,ohnolog,CAGL0E01947g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5989', 'K_lactis': 'gene:KLLA0_C12925g'}"
Cluster8415,CAGL0H10208g,C_glabrata,ohnolog,CAGL0K11990g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5357', 'K_lactis': 'gene:KLLA0_F18612g'}"
Cluster8415,CAGL0K11990g,C_glabrata,ohnolog,CAGL0H10208g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5357', 'K_lactis': 'gene:KLLA0_F18612g'}"
Cluster7821,gene-YGL049C,S_cerevisiae,ohnolog,gene-YGR162W,WGD_2:1_pattern,"{'C_albicans': 'orf19.3599', 'K_lactis': 'gene:KLLA0_A04730g'}"
Cluster7821,gene-YGR162W,S_cerevisiae,ohnolog,gene-YGL049C,WGD_2:1_pattern,"{'C_albicans': 'orf19.3599', 'K_lactis': 'gene:KLLA0_A04730g'}"
Cluster7821,CAGL0E03289g,C_glabrata,ohnolog,CAGL0D06314g,WGD_2:1_pattern,"{'C_albicans': 'orf19.3599', 'K_lactis': 'gene:KLLA0_A04730g'}"
Cluster7821,CAGL0D06314g,C_glabrata,ohnolog,CAGL0E03289g,WGD_2:1_pattern,"{'C_albicans': 'orf19.3599', 'K_lactis': 'gene:KLLA0_A04730g'}"
Cluster8258,gene-YPL264C,S_cerevisiae,ohnolog,gene-YMR253C,WGD_2:1_pattern,{'C_albicans': 'orf19.2204'}
Cluster8258,gene-YMR253C,S_cerevisiae,ohnolog,gene-YPL264C,WGD_2:1_pattern,{'C_albicans': 'orf19.2204'}
Cluster8449,gene-YDR516C,S_cerevisiae,ohnolog,gene-YCL040W,WGD_2:1_pattern,"{'C_albicans': 'orf19.734', 'K_lactis': 'gene:KLLA0_C01155g'}"
Cluster8449,gene-YCL040W,S_cerevisiae,ohnolog,gene-YDR516C,WGD_2:1_pattern,"{'C_albicans': 'orf19.734', 'K_lactis': 'gene:KLLA0_C01155g'}"
Cluster379,gene-YOL100W,S_cerevisiae,ohnolog,gene-YDR490C,WGD_2:1_pattern,"{'C_albicans': 'orf19.5224', 'K_lactis': 'gene:KLLA0_C12485g'}"
Cluster379,gene-YDR490C,S_cerevisiae,ohnolog,gene-YOL100W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5224', 'K_lactis': 'gene:KLLA0_C12485g'}"
Cluster379,CAGL0I07513g,C_glabrata,ohnolog,CAGL0G04609g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5224', 'K_lactis': 'gene:KLLA0_C12485g'}"
Cluster379,CAGL0G04609g,C_glabrata,ohnolog,CAGL0I07513g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5224', 'K_lactis': 'gene:KLLA0_C12485g'}"
Cluster8448,gene-YFR053C,S_cerevisiae,ohnolog,gene-YGL253W,WGD_2:1_pattern,"{'C_albicans': 'orf19.542', 'K_lactis': 'gene:KLLA0_D11352g'}"
Cluster8448,gene-YGL253W,S_cerevisiae,ohnolog,gene-YFR053C,WGD_2:1_pattern,"{'C_albicans': 'orf19.542', 'K_lactis': 'gene:KLLA0_D11352g'}"
Cluster8448,CAGL0H07579g,C_glabrata,ohnolog,CAGL0A04829g,WGD_2:1_pattern,"{'C_albicans': 'orf19.542', 'K_lactis': 'gene:KLLA0_D11352g'}"
Cluster8448,CAGL0A04829g,C_glabrata,ohnolog,CAGL0H07579g,WGD_2:1_pattern,"{'C_albicans': 'orf19.542', 'K_lactis': 'gene:KLLA0_D11352g'}"
Cluster7280,gene-YPL256C,S_cerevisiae,ohnolog,gene-YMR199W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6028', 'K_lactis': 'gene:KLLA0_F06490g'}"
Cluster7280,gene-YMR199W,S_cerevisiae,ohnolog,gene-YPL256C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6028', 'K_lactis': 'gene:KLLA0_F06490g'}"
Cluster7280,CAGL0I05852g,C_glabrata,ohnolog,CAGL0L10648g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6028', 'K_lactis': 'gene:KLLA0_F06490g'}"
Cluster7280,CAGL0L10648g,C_glabrata,ohnolog,CAGL0I05852g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6028', 'K_lactis': 'gene:KLLA0_F06490g'}"
Cluster4366,gene-YJL052W,S_cerevisiae,ohnolog,gene-YGR192C,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_F20988g'}
Cluster4366,gene-YGR192C,S_cerevisiae,ohnolog,gene-YJL052W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_F20988g'}
Cluster5578,gene-YLL054C,S_cerevisiae,ohnolog,gene-YCR106W,WGD_2:1_pattern,"{'C_albicans': 'orf19.4166', 'K_lactis': 'gene:KLLA0_C14212g'}"
Cluster5578,gene-YCR106W,S_cerevisiae,ohnolog,gene-YLL054C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4166', 'K_lactis': 'gene:KLLA0_C14212g'}"
Cluster7975,gene-YKR103W,S_cerevisiae,ohnolog,gene-YHL035C,WGD_2:1_pattern,{'C_albicans': 'orf19.6478'}
Cluster7975,gene-YHL035C,S_cerevisiae,ohnolog,gene-YKR103W,WGD_2:1_pattern,{'C_albicans': 'orf19.6478'}
Cluster4894,gene-YDL136W,S_cerevisiae,ohnolog,gene-YDL191W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5964.2', 'K_lactis': 'gene:KLLA0_F05247g'}"
Cluster4894,gene-YDL191W,S_cerevisiae,ohnolog,gene-YDL136W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5964.2', 'K_lactis': 'gene:KLLA0_F05247g'}"
Cluster8938,CAGL0D00264g,C_glabrata,ohnolog,CAGL0D06644g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6789', 'K_lactis': 'gene:KLLA0_F00418g'}"
Cluster8938,CAGL0D06644g,C_glabrata,ohnolog,CAGL0D00264g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6789', 'K_lactis': 'gene:KLLA0_F00418g'}"
Cluster7138,gene-YDR522C,S_cerevisiae,ohnolog,gene-YCL048W,WGD_2:1_pattern,"{'C_albicans': 'orf19.4955', 'K_lactis': 'gene:KLLA0_C01001g'}"
Cluster7138,gene-YCL048W,S_cerevisiae,ohnolog,gene-YDR522C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4955', 'K_lactis': 'gene:KLLA0_C01001g'}"
Cluster7138,CAGL0H01661g,C_glabrata,ohnolog,CAGL0B00616g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4955', 'K_lactis': 'gene:KLLA0_C01001g'}"
Cluster7138,CAGL0B00616g,C_glabrata,ohnolog,CAGL0H01661g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4955', 'K_lactis': 'gene:KLLA0_C01001g'}"
Cluster3688,gene-YEL030W,S_cerevisiae,ohnolog,gene-YJR045C,WGD_2:1_pattern,"{'C_albicans': 'orf19.1896', 'K_lactis': 'gene:KLLA0_E22309g'}"
Cluster3688,gene-YJR045C,S_cerevisiae,ohnolog,gene-YEL030W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1896', 'K_lactis': 'gene:KLLA0_E22309g'}"
Cluster3688,CAGL0I01496g,C_glabrata,ohnolog,CAGL0I03322g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1896', 'K_lactis': 'gene:KLLA0_E22309g'}"
Cluster3688,CAGL0I03322g,C_glabrata,ohnolog,CAGL0I01496g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1896', 'K_lactis': 'gene:KLLA0_E22309g'}"
Cluster4032,gene-YBR181C,S_cerevisiae,ohnolog,gene-YPL090C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4660', 'K_lactis': 'gene:KLLA0_E24047g'}"
Cluster4032,gene-YPL090C,S_cerevisiae,ohnolog,gene-YBR181C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4660', 'K_lactis': 'gene:KLLA0_E24047g'}"
Cluster4901,gene-YIL138C,S_cerevisiae,ohnolog,gene-YNL079C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6414.3', 'K_lactis': 'gene:KLLA0_E17931g'}"
Cluster4901,gene-YNL079C,S_cerevisiae,ohnolog,gene-YIL138C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6414.3', 'K_lactis': 'gene:KLLA0_E17931g'}"
Cluster4901,CAGL0L08338g,C_glabrata,ohnolog,CAGL0J05434g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6414.3', 'K_lactis': 'gene:KLLA0_E17931g'}"
Cluster4901,CAGL0J05434g,C_glabrata,ohnolog,CAGL0L08338g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6414.3', 'K_lactis': 'gene:KLLA0_E17931g'}"
Cluster1987,gene-YIL014W,S_cerevisiae,ohnolog,gene-YGL257C,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_D13376g'}
Cluster1987,gene-YGL257C,S_cerevisiae,ohnolog,gene-YIL014W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_D13376g'}
Cluster167,gene-YNL157W,S_cerevisiae,ohnolog,gene-YHR132W-A,WGD_2:1_pattern,"{'C_albicans': 'orf19.285', 'K_lactis': 'gene:KLLA0_F27907g'}"
Cluster167,gene-YHR132W-A,S_cerevisiae,ohnolog,gene-YNL157W,WGD_2:1_pattern,"{'C_albicans': 'orf19.285', 'K_lactis': 'gene:KLLA0_F27907g'}"
Cluster2466,gene-YLL053C,S_cerevisiae,ohnolog,gene-YPR192W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2849', 'K_lactis': 'gene:KLLA0_B10010g'}"
Cluster2466,gene-YPR192W,S_cerevisiae,ohnolog,gene-YLL053C,WGD_2:1_pattern,"{'C_albicans': 'orf19.2849', 'K_lactis': 'gene:KLLA0_B10010g'}"
Cluster2466,CAGL0D00154g,C_glabrata,ohnolog,CAGL0A01221g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2849', 'K_lactis': 'gene:KLLA0_B10010g'}"
Cluster2466,CAGL0A01221g,C_glabrata,ohnolog,CAGL0D00154g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2849', 'K_lactis': 'gene:KLLA0_B10010g'}"
Cluster7077,gene-YLR180W,S_cerevisiae,ohnolog,gene-YDR502C,WGD_2:1_pattern,"{'C_albicans': 'orf19.657', 'K_lactis': 'gene:KLLA0_C01782g'}"
Cluster7077,gene-YDR502C,S_cerevisiae,ohnolog,gene-YLR180W,WGD_2:1_pattern,"{'C_albicans': 'orf19.657', 'K_lactis': 'gene:KLLA0_C01782g'}"
Cluster7077,CAGL0B01122g,C_glabrata,ohnolog,CAGL0J08415g,WGD_2:1_pattern,"{'C_albicans': 'orf19.657', 'K_lactis': 'gene:KLLA0_C01782g'}"
Cluster7077,CAGL0J08415g,C_glabrata,ohnolog,CAGL0B01122g,WGD_2:1_pattern,"{'C_albicans': 'orf19.657', 'K_lactis': 'gene:KLLA0_C01782g'}"
Cluster5073,gene-YJR005C-A,S_cerevisiae,ohnolog,gene-YGR169C-A,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_F14916g'}
Cluster5073,gene-YGR169C-A,S_cerevisiae,ohnolog,gene-YJR005C-A,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_F14916g'}
Cluster191,gene-YDR012W,S_cerevisiae,ohnolog,gene-YBR031W,WGD_2:1_pattern,"{'C_albicans': 'orf19.7217', 'K_lactis': 'gene:KLLA0_B07139g'}"
Cluster191,gene-YBR031W,S_cerevisiae,ohnolog,gene-YDR012W,WGD_2:1_pattern,"{'C_albicans': 'orf19.7217', 'K_lactis': 'gene:KLLA0_B07139g'}"
Cluster3800,gene-YBR082C,S_cerevisiae,ohnolog,gene-YDR059C,WGD_2:1_pattern,"{'C_albicans': 'orf19.7571', 'K_lactis': 'gene:KLLA0_E12563g'}"
Cluster3800,gene-YDR059C,S_cerevisiae,ohnolog,gene-YBR082C,WGD_2:1_pattern,"{'C_albicans': 'orf19.7571', 'K_lactis': 'gene:KLLA0_E12563g'}"
Cluster3075,gene-YPL156C,S_cerevisiae,ohnolog,gene-YDL010W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6510', 'K_lactis': 'gene:KLLA0_D05973g'}"
Cluster3075,gene-YDL010W,S_cerevisiae,ohnolog,gene-YPL156C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6510', 'K_lactis': 'gene:KLLA0_D05973g'}"
Cluster5373,CAGL0L09130g,C_glabrata,ohnolog,CAGL0F02277g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2002', 'K_lactis': 'gene:KLLA0_E14191g'}"
Cluster5373,CAGL0F02277g,C_glabrata,ohnolog,CAGL0L09130g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2002', 'K_lactis': 'gene:KLLA0_E14191g'}"
Cluster7184,CAGL0M08998r,C_glabrata,ohnolog,CAGL0I08173r,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_A02387g'}
Cluster7184,CAGL0I08173r,C_glabrata,ohnolog,CAGL0M08998r,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_A02387g'}
Cluster5465,gene-YKL161C,S_cerevisiae,ohnolog,gene-YHR030C,WGD_2:1_pattern,"{'C_albicans': 'orf19.7523', 'K_lactis': 'gene:KLLA0_B11902g'}"
Cluster5465,gene-YHR030C,S_cerevisiae,ohnolog,gene-YKL161C,WGD_2:1_pattern,"{'C_albicans': 'orf19.7523', 'K_lactis': 'gene:KLLA0_B11902g'}"
Cluster5624,CAGL0H03663g,C_glabrata,ohnolog,CAGL0D00770g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5211', 'K_lactis': 'gene:KLLA0_B03355g'}"
Cluster5624,CAGL0D00770g,C_glabrata,ohnolog,CAGL0H03663g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5211', 'K_lactis': 'gene:KLLA0_B03355g'}"
Cluster3307,gene-YDR264C,S_cerevisiae,ohnolog,gene-YOR034C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4950', 'K_lactis': 'gene:KLLA0_E16721g'}"
Cluster3307,gene-YOR034C,S_cerevisiae,ohnolog,gene-YDR264C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4950', 'K_lactis': 'gene:KLLA0_E16721g'}"
Cluster502,gene-YOL059W,S_cerevisiae,ohnolog,gene-YDL022W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1756', 'K_lactis': 'gene:KLLA0_C04004g'}"
Cluster502,gene-YDL022W,S_cerevisiae,ohnolog,gene-YOL059W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1756', 'K_lactis': 'gene:KLLA0_C04004g'}"
Cluster502,CAGL0C05137g,C_glabrata,ohnolog,CAGL0K01683g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1756', 'K_lactis': 'gene:KLLA0_C04004g'}"
Cluster502,CAGL0K01683g,C_glabrata,ohnolog,CAGL0C05137g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1756', 'K_lactis': 'gene:KLLA0_C04004g'}"
Cluster9362,gene-YNCD0007C,S_cerevisiae,ohnolog,gene-YNCB0011C,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_A10593g'}
Cluster9362,gene-YNCB0011C,S_cerevisiae,ohnolog,gene-YNCD0007C,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_A10593g'}
Cluster9362,CAGL0H09900r,C_glabrata,ohnolog,CAGL0K11704r,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_A10593g'}
Cluster9362,CAGL0K11704r,C_glabrata,ohnolog,CAGL0H09900r,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_A10593g'}
Cluster435,gene-YPL079W,S_cerevisiae,ohnolog,gene-YBR191W,WGD_2:1_pattern,"{'C_albicans': 'orf19.840', 'K_lactis': 'gene:KLLA0_E23651g'}"
Cluster435,gene-YBR191W,S_cerevisiae,ohnolog,gene-YPL079W,WGD_2:1_pattern,"{'C_albicans': 'orf19.840', 'K_lactis': 'gene:KLLA0_E23651g'}"
Cluster396,gene-YPL176C,S_cerevisiae,ohnolog,gene-YOR256C,WGD_2:1_pattern,"{'C_albicans': 'orf19.374', 'K_lactis': 'gene:KLLA0_C09735g'}"
Cluster396,gene-YOR256C,S_cerevisiae,ohnolog,gene-YPL176C,WGD_2:1_pattern,"{'C_albicans': 'orf19.374', 'K_lactis': 'gene:KLLA0_C09735g'}"
Cluster396,CAGL0K08976g,C_glabrata,ohnolog,CAGL0F03575g,WGD_2:1_pattern,"{'C_albicans': 'orf19.374', 'K_lactis': 'gene:KLLA0_C09735g'}"
Cluster396,CAGL0F03575g,C_glabrata,ohnolog,CAGL0K08976g,WGD_2:1_pattern,"{'C_albicans': 'orf19.374', 'K_lactis': 'gene:KLLA0_C09735g'}"
Cluster9072,gene-YNL144C,S_cerevisiae,ohnolog,gene-YHR131C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6660', 'K_lactis': 'gene:KLLA0_E22969g'}"
Cluster9072,gene-YHR131C,S_cerevisiae,ohnolog,gene-YNL144C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6660', 'K_lactis': 'gene:KLLA0_E22969g'}"
Cluster9072,CAGL0G06182g,C_glabrata,ohnolog,CAGL0J05830g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6660', 'K_lactis': 'gene:KLLA0_E22969g'}"
Cluster9072,CAGL0J05830g,C_glabrata,ohnolog,CAGL0G06182g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6660', 'K_lactis': 'gene:KLLA0_E22969g'}"
Cluster1049,gene-YJL098W,S_cerevisiae,ohnolog,gene-YKR028W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5160', 'K_lactis': 'gene:KLLA0_F14124g'}"
Cluster1049,gene-YKR028W,S_cerevisiae,ohnolog,gene-YJL098W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5160', 'K_lactis': 'gene:KLLA0_F14124g'}"
Cluster9046,gene-YGR143W,S_cerevisiae,ohnolog,gene-YPR159W,WGD_2:1_pattern,"{'C_albicans': 'orf19.7363', 'K_lactis': 'gene:KLLA0_E03697g'}"
Cluster9046,gene-YPR159W,S_cerevisiae,ohnolog,gene-YGR143W,WGD_2:1_pattern,"{'C_albicans': 'orf19.7363', 'K_lactis': 'gene:KLLA0_E03697g'}"
Cluster9046,CAGL0F04873g,C_glabrata,ohnolog,CAGL0I10054g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7363', 'K_lactis': 'gene:KLLA0_E03697g'}"
Cluster9046,CAGL0I10054g,C_glabrata,ohnolog,CAGL0F04873g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7363', 'K_lactis': 'gene:KLLA0_E03697g'}"
Cluster2021,gene-YHR010W,S_cerevisiae,ohnolog,gene-YDR471W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5225.2', 'K_lactis': 'gene:KLLA0_E03455g'}"
Cluster2021,gene-YDR471W,S_cerevisiae,ohnolog,gene-YHR010W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5225.2', 'K_lactis': 'gene:KLLA0_E03455g'}"
Cluster4869,gene-YML016C,S_cerevisiae,ohnolog,gene-YDR436W,WGD_2:1_pattern,"{'C_albicans': 'orf19.726', 'K_lactis': 'gene:KLLA0_B01111g'}"
Cluster4869,gene-YDR436W,S_cerevisiae,ohnolog,gene-YML016C,WGD_2:1_pattern,"{'C_albicans': 'orf19.726', 'K_lactis': 'gene:KLLA0_B01111g'}"
Cluster4869,CAGL0H04851g,C_glabrata,ohnolog,CAGL0F03223g,WGD_2:1_pattern,"{'C_albicans': 'orf19.726', 'K_lactis': 'gene:KLLA0_B01111g'}"
Cluster4869,CAGL0F03223g,C_glabrata,ohnolog,CAGL0H04851g,WGD_2:1_pattern,"{'C_albicans': 'orf19.726', 'K_lactis': 'gene:KLLA0_B01111g'}"
Cluster7794,gene-YDR300C,S_cerevisiae,ohnolog,gene-YHR033W,WGD_2:1_pattern,"{'C_albicans': 'orf19.7638', 'K_lactis': 'gene:KLLA0_C10296g'}"
Cluster7794,gene-YHR033W,S_cerevisiae,ohnolog,gene-YDR300C,WGD_2:1_pattern,"{'C_albicans': 'orf19.7638', 'K_lactis': 'gene:KLLA0_C10296g'}"
Cluster7794,CAGL0H01441g,C_glabrata,ohnolog,CAGL0D03894g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7638', 'K_lactis': 'gene:KLLA0_C10296g'}"
Cluster7794,CAGL0D03894g,C_glabrata,ohnolog,CAGL0H01441g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7638', 'K_lactis': 'gene:KLLA0_C10296g'}"
Cluster7979,gene-YCL035C,S_cerevisiae,ohnolog,gene-YDR513W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6059', 'K_lactis': 'gene:KLLA0_C01298g'}"
Cluster7979,gene-YDR513W,S_cerevisiae,ohnolog,gene-YCL035C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6059', 'K_lactis': 'gene:KLLA0_C01298g'}"
Cluster8443,gene-YMR310C,S_cerevisiae,ohnolog,gene-YGR283C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4563', 'K_lactis': 'gene:KLLA0_F03058g'}"
