Cluster1	orf19.2123
Cluster484	CAGL0M05973g
Cluster484	gene:KLLA0_E15049g
Cluster485	orf19.3845
Cluster486	gene:KLLA0_E23959g
Cluster487	gene:KLLA0_E14235g
Cluster487	gene-YPR001W
Cluster488	orf19.2965.1
Cluster489	gene:KLLA0_F07425g
Cluster489	CAGL0L06930g
Cluster489	gene-YDL085C-A
Cluster490	gene-YDR222W
Cluster491	gene-YLR225C
Cluster491	gene:KLLA0_F13200g
Cluster492	orf19.2127
Cluster493	gene-YGL255W
Cluster494	orf19.3112
Cluster495	orf19.1168
Cluster495	gene:KLLA0_C16489g
Cluster496	orf19.4251
Cluster496	gene:KLLA0_F00572g
Cluster496	gene-YDR207C
Cluster497	gene-YKR072C
Cluster497	gene-YOR054C
Cluster497	gene:KLLA0_F16258g
Cluster497	orf19.7378
Cluster498	gene-YHR056C
Cluster498	CAGL0D03850g
Cluster498	orf19.4767
Cluster498	gene:KLLA0_A09119g
Cluster498	gene-YBL005W
Cluster499	gene:KLLA0_C17050g
Cluster499	orf19.1274
Cluster500	orf19.4491
Cluster500	gene-YJL167W
Cluster500	gene:KLLA0_A06732g
Cluster501	orf19.4778
Cluster501	gene:KLLA0_F04213g
Cluster501	gene-YDR034C
Cluster502	orf19.3190
Cluster502	gene:KLLA0_F02750g
Cluster502	gene-YOL089C
Cluster503	orf19.5806
Cluster503	gene:KLLA0_F00440g
Cluster503	gene-YOR374W
Cluster504	gene-YIL022W
Cluster504	gene:KLLA0_D16214g
Cluster504	orf19.5444
Cluster505	gene:KLLA0_F20680g
Cluster505	orf19.2745
Cluster506	orf19.7381
Cluster506	gene:KLLA0_F10373g
Cluster506	gene-YBR240C
Cluster507	CAGL0F09097g
Cluster508	CAGL0L02233g
Cluster509	orf19.6030
Cluster510	orf19.33
Cluster511	CAGL0D00836g
Cluster512	CAGL0C00946g
Cluster513	CAGL0K04983g
Cluster514	CAGL0K06831g
Cluster515	CAGL0K01661g
Cluster516	gene-YER034W
Cluster516	CAGL0C02387g
Cluster516	gene:KLLA0_A01496g
Cluster517	CAGL0K10318g
Cluster518	CAGL0J00803g
Cluster519	orf19.587
Cluster519	gene-YNL253W
Cluster519	gene:KLLA0_C02849g
Cluster520	gene-YAL003W
Cluster520	orf19.3838
Cluster521	orf19.5106
Cluster521	gene:KLLA0_D16390g
Cluster521	gene-YLR129W
Cluster522	orf19.132
Cluster522	gene-YBR103W
Cluster522	gene:KLLA0_E11331g
Cluster523	orf19.5095
Cluster523	gene:KLLA0_C04147g
Cluster523	CAGL0K01749g
Cluster523	gene-YDL019C
Cluster524	orf19.2967
Cluster524	CAGL0L06952g
Cluster524	gene-YMR146C
Cluster524	gene:KLLA0_F07403g
Cluster525	gene:KLLA0_E20725g
Cluster525	orf19.1093
Cluster526	orf19.6234
Cluster526	CAGL0J11286g
Cluster526	gene-YNL182C
Cluster526	gene:KLLA0_D08371g
Cluster527	gene-YCR057C
Cluster527	CAGL0K09284g
Cluster527	gene:KLLA0_C08976g
Cluster527	orf19.3276
Cluster528	gene:KLLA0_A07106g
Cluster528	gene-YOR026W
Cluster528	orf19.2655
Cluster529	orf19.3609
Cluster529	gene:KLLA0_F13772g
Cluster529	gene-YMR093W
Cluster530	orf19.1352
Cluster530	gene:KLLA0_D08536g
Cluster530	gene-YDL217C
Cluster531	CaalfMt44
Cluster532	CaalfMt47
Cluster533	orf19.2283
Cluster534	orf19.2274
Cluster535	orf19.1958
Cluster536	gene:KLLA0_E16985g
Cluster537	CAGL0D05984r
Cluster537	gene-YNCD0020W
Cluster537	gene-YNCG0043C
Cluster538	orf19.5523
Cluster539	CaalfMt45
Cluster540	gene-YNCO0029C
Cluster540	CAGL0D06116r
Cluster541	orf19.3134
Cluster542	CAGL0B03883g
Cluster543	gene:KLLA0_F02610g
Cluster544	CAGL0M03927g
Cluster545	gene-YNCB0008W
Cluster546	CAGL0H01463g
Cluster547	CAGL0H01551g
Cluster548	CAGL0H01606g
Cluster549	CAGL0F01727g
Cluster550	CAGL0J07656g
Cluster551	CAGL0L11572g
Cluster552	CAGL0L11440g
Cluster553	CAGL0K00913g
Cluster554	gene:KLLA0_F21450g
Cluster555	CAGL0K10120g
Cluster556	CAGL0L03784g
Cluster557	CAGL0I06270g
Cluster558	gene-YNCC0015W
Cluster559	CAGL0K05423g
Cluster560	CAGL0L09867g
Cluster561	CAGL0K09130g
Cluster562	CAGL0D03520g
Cluster563	CAGL0A03949g
Cluster564	CAGL0G01034g
Cluster565	CAGL0J06644r
Cluster566	CAGL0J01111g
Cluster567	CAGL0I09900g
Cluster568	CAGL0K01639g
Cluster569	gene:KLLA0_C01969g
Cluster569	gene-YLR187W
Cluster569	gene-YNL278W
Cluster569	orf19.5274
Cluster570	CAGL0A03740g
Cluster570	gene-YGL205W
Cluster570	gene:KLLA0_F09933g
Cluster570	orf19.1655
Cluster571	gene-YER089C
Cluster571	gene:KLLA0_E19977g
Cluster571	CAGL0I05038g
Cluster571	gene-YBL056W
Cluster571	orf19.2538
Cluster572	gene:KLLA0_F22561g
Cluster572	gene-YJL016W
Cluster572	orf19.5799
Cluster573	gene-YOL137W
Cluster573	gene:KLLA0_E07063g
Cluster573	orf19.7490
Cluster574	gene:KLLA0_C14949g
Cluster574	orf19.4090
Cluster575	orf19.2980
Cluster575	gene:KLLA0_D02728g
Cluster575	CAGL0J04708g
Cluster575	gene-YLR424W
Cluster576	orf19.1877
Cluster576	gene:KLLA0_F20207g
Cluster576	gene-YLR271W
Cluster577	CAGL0J07953r
Cluster578	gene-YMR095C
Cluster578	gene:KLLA0_A00352g
Cluster578	orf19.2948
Cluster579	gene-YBR125C
Cluster579	gene:KLLA0_B08844g
Cluster579	orf19.6638
Cluster580	orf19.3903
Cluster581	orf19.3904
Cluster582	orf19.3907
Cluster583	orf19.3908
Cluster584	CAGL0A00209g
Cluster585	orf19.3748
Cluster586	orf19.3743
Cluster587	CAGL0J11616g
Cluster588	gene-YNCL0028W
Cluster589	orf19.3905
Cluster590	orf19.3906
Cluster591	orf19.2066
Cluster591	gene-YJR129C
Cluster591	CAGL0M00572g
Cluster591	gene:KLLA0_B04444g
Cluster592	orf19.6589
Cluster592	gene-YDR312W
Cluster593	CAGL0D04950g
Cluster594	CAGL0H08712g
Cluster595	orf19.7256
Cluster595	CAGL0I06721g
Cluster595	gene-YER146W
Cluster595	gene:KLLA0_E10209g
Cluster596	gene-YPR182W
Cluster596	gene:KLLA0_E04929g
Cluster596	orf19.4340.1
Cluster597	orf19.5486.1
Cluster597	gene-YLR275W
Cluster597	gene:KLLA0_D09284g
Cluster598	orf19.6135.1
Cluster598	gene:KLLA0_B05203g
Cluster598	gene-YLR438C-A
Cluster599	gene:KLLA0_E16457g
Cluster599	gene-YJR022W
Cluster599	orf19.4305.1
Cluster600	orf19.2621
Cluster600	gene-YER029C
Cluster600	gene:KLLA0_B00627g
Cluster601	orf19.7509.2
Cluster601	gene:KLLA0_E02575g
Cluster601	gene-YDR378C
Cluster602	orf19.2639.1
Cluster602	gene:KLLA0_E22881g
Cluster602	gene-YNL147W
Cluster603	gene-YDR003W-A
Cluster604	CAGL0M01496g
Cluster605	orf19.4461
Cluster606	orf19.446
Cluster607	CAGL0M06589g
Cluster608	orf19.446.2
Cluster609	CAGL0C03652g
Cluster610	CAGL0K00649g
Cluster611	CAGL0C03740g
Cluster612	CAGL0C03630g
Cluster613	gene-YNCM0037W
Cluster614	gene:KLLA0_A07843g
Cluster614	gene-YOR074C
Cluster614	orf19.3549
Cluster615	gene-YOR341W
Cluster615	gene:KLLA0_F23243g
Cluster615	orf19.1839
Cluster616	CAGL0J02882g
Cluster617	CAGL0L10989r
Cluster618	CAGL0A00825g
Cluster619	orf19.4847
Cluster620	orf19.3794
Cluster620	gene-YJL056C
Cluster620	gene:KLLA0_F01463g
Cluster621	orf19.5802
Cluster621	gene-YOR006C
Cluster621	gene:KLLA0_D01111g
Cluster622	gene-YJR127C
Cluster622	gene-YML081W
Cluster622	CAGL0M00594g
Cluster622	gene:KLLA0_B04477g
Cluster622	orf19.5026
Cluster623	orf19.4857
Cluster624	orf19.5688
Cluster625	CAGL0D01694g
Cluster626	CAGL0I09504g
Cluster627	CAGL0D01804g
Cluster628	gene:KLLA0_F00682g
Cluster629	CAGL0M12903g
Cluster630	CAGL0K08888g
Cluster631	CAGL0K08866g
Cluster632	CAGL0K08844g
Cluster633	CAGL0F08283g
Cluster634	CAGL0H07337g
Cluster635	gene-YDL248W
Cluster636	gene-YNR075W
Cluster637	CAGL0J04290g
Cluster638	gene-YHL044W
Cluster639	orf19.2177
Cluster640	gene-YKL219W
Cluster641	gene-YGR295C
Cluster642	gene:KLLA0_C12463g
Cluster643	CAGL0L05786g
Cluster644	CAGL0F05577g
Cluster645	CAGL0H01001g
Cluster646	CAGL0H04961g
Cluster647	CAGL0G07188g
Cluster648	CAGL0H06479g
Cluster649	CAGL0J02332g
Cluster650	CAGL0J04180g
Cluster651	CAGL0J02134g
Cluster652	CAGL0L02717g
Cluster653	gene:KLLA0_F07755g
Cluster654	CAGL0D03168g
Cluster655	CAGL0I07623g
Cluster656	gene:KLLA0_F17611g
Cluster657	gene:KLLA0_A08646g
Cluster657	gene-YNL001W
Cluster657	orf19.2419
Cluster658	CAGL0J03982g
Cluster659	orf19.4508
Cluster660	orf19.4509
Cluster661	orf19.2680
Cluster661	gene:KLLA0_E01651g
Cluster661	gene-YMR162C
Cluster661	CAGL0H04477g
Cluster662	CAGL0A02343g
Cluster663	gene:KLLA0_F23221g
Cluster664	gene:KLLA0_E02949g
Cluster664	gene-YOR131C
Cluster665	orf19.4510
Cluster666	gene-YHL009W-A
Cluster667	CAGL0H10384g
Cluster668	CAGL0H10274g
Cluster669	CAGL0M03553g
Cluster670	CAGL0M04455g
Cluster671	orf19.1607
Cluster671	gene-YOL130W
Cluster672	gene:KLLA0_C00528g
Cluster673	CAGL0I03564g
Cluster674	orf19.1466
Cluster674	gene:KLLA0_F08998g
Cluster674	gene-YLR059C
Cluster675	CAGL0F03949g
Cluster676	gene:KLLA0_E21033g
Cluster676	gene-YNL321W
Cluster676	orf19.7670
Cluster677	orf19.7600
Cluster677	gene-YDL168W
Cluster677	gene:KLLA0_D12342g
Cluster678	orf19.1467
Cluster678	gene:KLLA0_F09075g
Cluster678	gene-YGL191W
Cluster679	orf19.7444
Cluster679	gene-YOR352W
Cluster679	CAGL0D02266g
Cluster679	gene:KLLA0_C13167g
Cluster680	snR10a
Cluster681	CAGL0J02376g
Cluster682	tG(UCC)2
Cluster683	tH(GUG)1
Cluster684	tH(GUG)3
Cluster685	CAGL0I02090g
Cluster686	CAGL0H01793g
Cluster687	CAGL0F04829g
Cluster688	CAGL0L12188g
Cluster689	gene-YEL076C
Cluster690	CAGL0G05115g
Cluster691	CAGL0F04631g
Cluster692	gene:KLLA0_E01035g
Cluster692	gene-YDL037C
Cluster693	gene-YJR008W
Cluster693	gene:KLLA0_A11836g
Cluster693	orf19.7210
Cluster694	gene-YPL067C
Cluster694	gene:KLLA0_E23233g
Cluster694	orf19.1066
Cluster695	gene:KLLA0_E16039g
Cluster695	gene-YGR220C
Cluster695	orf19.7485
Cluster696	orf19.2343
Cluster696	gene-YCL008C
Cluster696	gene:KLLA0_D04752g
Cluster697	gene-YOR210W
Cluster697	gene:KLLA0_D06699g
Cluster697	orf19.2687.1
Cluster698	orf19.6213
Cluster698	gene-YJR007W
Cluster698	gene:KLLA0_A11814g
Cluster699	orf19.7198
Cluster699	gene-YNL288W
Cluster699	gene:KLLA0_E13267g
Cluster700	orf19.2368
Cluster700	gene:KLLA0_C02629g
Cluster700	gene-YHR156C
Cluster701	gene-YOR151C
Cluster701	CAGL0L04246g
Cluster701	gene:KLLA0_B05577g
Cluster701	orf19.3349
Cluster702	orf19.5847
Cluster702	gene:KLLA0_F01078g
Cluster702	CAGL0L02849g
Cluster702	gene-YOR207C
Cluster703	gene:KLLA0_F13376g
Cluster703	gene-YDR226W
Cluster703	CAGL0K11418g
Cluster703	orf19.3391
Cluster704	gene:KLLA0_E19207g
Cluster704	gene-YGL083W
Cluster704	orf19.764
Cluster705	gene:KLLA0_E14411g
Cluster705	gene-YPL004C
Cluster705	orf19.778
Cluster706	orf19.6025
Cluster706	gene-YGL047W
Cluster706	CAGL0D06270g
Cluster706	gene:KLLA0_A04774g
Cluster707	orf19.5870
Cluster707	gene:KLLA0_E18723g
Cluster707	gene-YBR291C
Cluster708	gene:KLLA0_F08162g
Cluster708	gene-YGR086C
Cluster708	orf19.3149
Cluster709	orf19.2646
Cluster710	orf19.2753
Cluster711	orf19.2244
Cluster712	orf19.7260
Cluster713	gene-YDL243C
Cluster714	gene-YJR155W
Cluster715	gene-YNL331C
Cluster716	gene-YCR107W
Cluster717	orf19.2808
Cluster718	gene-YFR057W
Cluster719	CAGL0L00451g
Cluster720	gene-YOR387C
Cluster721	CAGL0M05687g
Cluster722	CAGL0F04939g
Cluster723	CAGL0M05775g
Cluster724	snR44a
Cluster725	orf19.2766
Cluster726	orf19.458.1
Cluster727	gene-YDR365W-A
Cluster728	orf19.2366
Cluster729	gene:KLLA0_F06061g
Cluster730	gene-YGL041C-B
Cluster731	orf19.7195
Cluster731	gene-YGL058W
Cluster731	gene:KLLA0_C05632g
Cluster732	gene-YOL094C
Cluster732	CAGL0I07645g
Cluster732	gene:KLLA0_C03718g
Cluster732	orf19.7658
Cluster733	orf19.2721
Cluster733	gene:KLLA0_F04972g
Cluster733	gene-YLR215C
Cluster734	gene:KLLA0_E23453g
Cluster734	gene-YBR198C
Cluster734	orf19.536
Cluster735	gene-YBR286W
Cluster735	gene:KLLA0_D06424g
Cluster735	orf19.3591
Cluster736	orf19.7177
Cluster736	CAGL0J06776g
Cluster736	gene-YPL125W
Cluster736	gene:KLLA0_D06633g
Cluster737	gene-YJL219W
Cluster737	orf19.2023
Cluster737	CAGL0D02662g
Cluster737	gene-YMR011W
Cluster738	orf19.4813
Cluster738	gene:KLLA0_C07172g
Cluster738	gene-YMR217W
Cluster739	gene:KLLA0_C18722g
Cluster739	gene-YNR049C
Cluster739	orf19.5248
Cluster740	orf19.6730
Cluster740	gene:KLLA0_A11066g
Cluster740	gene-YCR016W
Cluster741	gene:KLLA0_E12563g
Cluster741	gene-YDR059C
Cluster741	orf19.7571
Cluster742	orf19.1902
Cluster742	gene-YPR144C
Cluster742	gene:KLLA0_B10890g
Cluster743	gene-YJL209W
Cluster743	CAGL0I06314g
Cluster744	CAGL0L10274r
Cluster744	gene-YNCK0021W
Cluster745	CAGL0C04257g
Cluster746	gene-YPL026C
Cluster746	gene:KLLA0_D12100g
Cluster746	gene-YDR247W
Cluster746	orf19.3669
Cluster747	CAGL0C04136g
Cluster748	gene:KLLA0_B03608g
Cluster748	gene-YHR204W
Cluster748	orf19.834
Cluster749	gene-YLR277C
Cluster749	gene:KLLA0_C04598g
Cluster749	orf19.5486
Cluster750	gene-YDR332W
Cluster750	gene:KLLA0_E17095g
Cluster750	orf19.2798
Cluster750	orf19.2797
Cluster751	orf19.6901
Cluster751	gene:KLLA0_F20229g
Cluster751	gene-YLR270W
Cluster752	gene-YBL085W
Cluster752	orf19.3230
Cluster753	orf19.190
Cluster753	gene:KLLA0_F08019g
Cluster753	gene-YAL011W
Cluster754	gene-YDR031W
Cluster754	orf19.588
Cluster755	orf19.1343
Cluster755	gene:KLLA0_D19767g
Cluster755	gene-YNL236W
Cluster756	gene-YGR092W
Cluster756	orf19.1223
Cluster757	gene-YOR233W
Cluster757	gene:KLLA0_D07348g
Cluster757	gene-YPL141C
Cluster757	orf19.3751
Cluster758	gene-YFR014C
Cluster758	orf19.1754
Cluster759	orf19.6889
Cluster759	gene-YOR231W
Cluster760	orf19.4890
Cluster760	gene-YOL113W
Cluster761	gene:KLLA0_B12716g
Cluster761	gene-YKL126W
Cluster761	orf19.399
Cluster762	orf19.6413
Cluster763	orf19.3315
Cluster764	gene:KLLA0_F18887g
Cluster765	CAGL0A00517g
Cluster766	gene-YNCI0012
Cluster767	CAGL0E05698g
Cluster768	CAGL0K06039g
Cluster769	gene-YBL014C
Cluster769	gene:KLLA0_E10671g
Cluster769	orf19.4420
Cluster770	CAGL0K03663g
Cluster771	gene-YLL025W
Cluster772	CAGL0E05632g
Cluster773	CAGL0E05742g
Cluster774	CAGL0E05764g
Cluster775	CAGL0M10197g
Cluster776	CAGL0M10219g
Cluster777	CAGL0D06512g
Cluster778	CAGL0M08470r
Cluster779	gene-YNCB0018W
Cluster780	CAGL0D06336g
Cluster781	gene:KLLA0_C02145g
Cluster781	gene-YCR043C
Cluster782	gene-YNCP0004C
Cluster783	CAGL0L10494g
Cluster784	orf19.3172
Cluster785	gene-YNCG0016C
Cluster786	CAGL0D04334r
Cluster787	CAGL0L01815r
Cluster788	gene-YNCM0024W
Cluster789	orf19.3572.3
Cluster789	CAGL0D00616g
Cluster789	gene-YLR406C
Cluster789	gene-YDL075W
Cluster789	gene:KLLA0_B02937g
Cluster790	gene-YNR073C
Cluster791	gene:KLLA0_F00220g
Cluster792	CAGL0I09680g
Cluster793	CAGL0I00858g
Cluster794	CAGL0G09801g
Cluster795	gene-YPL027W
Cluster796	CAGL0K03509g
Cluster797	CAGL0A00341g
Cluster798	gene:KLLA0_F17028g
Cluster799	CAGL0M09977g
Cluster800	gene-YJR039W
Cluster801	gene:KLLA0_F00176g
Cluster802	gene-YJL118W
Cluster803	CAGL0H10098g
Cluster804	gene-YCL048W-A
Cluster805	CAGL0M02585g
Cluster806	CAGL0M01430g
Cluster807	CAGL0K08272g
Cluster808	orf19.836
Cluster809	CAGL0K08250g
Cluster810	CAGL0M02563g
Cluster811	gene-YML083C
Cluster812	CAGL0A04653g
Cluster813	gene:KLLA0_D07051g
Cluster813	gene-YOR221C
Cluster813	orf19.6643
Cluster814	orf19.979
Cluster814	gene-YKL182W
Cluster814	gene:KLLA0_B02717g
Cluster815	gene-YDL216C
Cluster815	CAGL0G05676g
Cluster815	gene:KLLA0_D08503g
Cluster815	orf19.3371
Cluster816	gene-YFR004W
Cluster816	gene:KLLA0_E14147g
Cluster816	orf19.7264
Cluster817	gene:KLLA0_D04202g
Cluster817	gene-YLL023C
Cluster817	orf19.4525
Cluster818	CAGL0F01639g
Cluster818	gene-YLR064W
Cluster818	gene:KLLA0_D05291g
Cluster818	orf19.1054
Cluster819	orf19.1310
Cluster819	gene-YDR314C
Cluster820	orf19.6722
Cluster820	gene-YER162C
Cluster820	gene:KLLA0_F14465g
Cluster821	CAGL0L08547g
Cluster822	gene-YBR009C
Cluster822	gene:KLLA0_E17601g
Cluster822	orf19.1854
Cluster823	gene-YNL030W
Cluster823	gene:KLLA0_E08647g
Cluster823	orf19.1059
Cluster824	CAGL0C04213g
Cluster825	orf19.257
Cluster826	CAGL0M01364g
Cluster827	CAGL0A04807g
Cluster828	CAGL0L08140g
Cluster829	gene:KLLA0_B10428g
Cluster830	gene:KLLA0_B10406g
Cluster831	orf19.1722
Cluster832	orf19.3550
Cluster833	gene-YNCG0028W
Cluster834	CAGL0H08646r
Cluster835	CAGL0A01408g
Cluster836	orf19.4310
Cluster837	orf19.7557
Cluster838	orf19.7556
Cluster839	orf19.7555
Cluster840	orf19.2813
Cluster841	orf19.2821
Cluster842	orf19.2819
Cluster843	orf19.2822
Cluster844	CAGL0A01452g
Cluster845	CAGL0K06061g
Cluster846	CAGL0K05995g
Cluster847	CAGL0K06083g
Cluster848	gene:KLLA0_A00220g
Cluster849	gene:KLLA0_D00157g
Cluster850	orf19.729
Cluster851	orf19.7296
Cluster852	CAGL0K06033g
Cluster853	gene-YNCG0049W
Cluster854	orf19.1383
Cluster855	orf19.2117
Cluster855	gene:KLLA0_E18701g
Cluster855	gene-YHR002W
Cluster855	CAGL0K02915g
Cluster856	orf19.2599
Cluster856	gene-YOR100C
Cluster856	gene:KLLA0_C13431g
Cluster857	gene-YEL063C
Cluster857	orf19.84
Cluster858	orf19.97
Cluster858	gene-YNL268W
Cluster858	gene:KLLA0_C02365g
Cluster859	orf19.2445
Cluster859	gene:KLLA0_B14685g
Cluster860	gene-YNL270C
Cluster860	gene:KLLA0_C02343g
Cluster860	orf19.111
Cluster861	orf19.980
Cluster861	gene-YLR410W
Cluster861	gene:KLLA0_B02805g
Cluster862	orf19.6464
Cluster862	gene:KLLA0_B14168g
Cluster863	gene:KLLA0_F13288g
Cluster863	gene-YLR220W
Cluster863	orf19.6948
Cluster864	gene:KLLA0_D19162g
Cluster864	gene-YNL212W
Cluster864	CAGL0K04807g
Cluster864	orf19.6324
Cluster865	orf19.7523
Cluster865	gene:KLLA0_B11902g
Cluster865	gene-YKL161C
Cluster865	gene-YHR030C
Cluster866	gene-YOR355W
Cluster866	gene:KLLA0_C13013g
Cluster866	orf19.1963
Cluster867	orf19.1966
Cluster867	gene:KLLA0_F05962g
Cluster867	gene-YCR047C
Cluster868	orf19.7041
Cluster868	gene:KLLA0_A03663g
Cluster868	gene-YAL043C
Cluster868	CAGL0M12166g
Cluster869	gene-YDL131W
Cluster869	gene:KLLA0_E23695g
Cluster869	orf19.4506
Cluster870	orf19.772
Cluster870	gene-YDL182W
Cluster870	CAGL0J06402g
Cluster870	gene:KLLA0_F05489g
Cluster871	gene:KLLA0_D03839g
Cluster871	gene-YLL018C
Cluster871	CAGL0D06556g
Cluster871	orf19.2407
Cluster872	gene:KLLA0_F00330g
Cluster872	gene-YOR368W
Cluster872	orf19.366
Cluster873	orf19.1333
Cluster874	orf19.1961
Cluster874	gene:KLLA0_C13035g
Cluster875	orf19.1949
Cluster875	gene:KLLA0_B13277g
Cluster875	gene-YKR001C
Cluster875	CAGL0L02299g
Cluster876	CAGL0D03806g
Cluster877	orf19.1424
Cluster877	gene-YMR155W
Cluster877	CAGL0M09647g
Cluster877	gene:KLLA0_E01321g
Cluster878	gene:KLLA0_B11143g
Cluster878	gene-YGR119C
Cluster878	orf19.2820
Cluster879	gene-YDL054C
Cluster879	gene:KLLA0_E01167g
Cluster879	orf19.6180
Cluster880	orf19.4759
Cluster880	gene-YNL052W
Cluster880	gene:KLLA0_F03641g
Cluster880	gene-YIL111W
Cluster881	orf19.6557
Cluster881	gene:KLLA0_D12628g
Cluster881	gene-YDR242W
Cluster882	gene:KLLA0_B08800g
Cluster882	orf19.5169
Cluster883	orf19.2455
Cluster883	gene-YBR281C
Cluster883	gene:KLLA0_F01991g
Cluster884	orf19.6255
Cluster884	gene-YGR117C
Cluster884	gene:KLLA0_B11253g
Cluster885	orf19.1298
Cluster885	gene-YDL116W
Cluster885	gene:KLLA0_E09087g
Cluster886	orf19.6558
Cluster886	gene-YPR181C
Cluster886	CAGL0H00242g
Cluster886	gene:KLLA0_E04885g
Cluster887	CAGL0L05390g
Cluster888	CAGL0G07040g
Cluster889	gene-YKL096W
Cluster889	gene:KLLA0_B06347g
Cluster890	gene-YCL026C-A
Cluster890	gene-YCL026C-B
Cluster890	gene:KLLA0_C01562g
Cluster891	orf19.6148
Cluster892	CAGL0F00759g
Cluster893	CAGL0J04818g
Cluster894	CAGL0J03014g
Cluster895	CAGL0F02607g
Cluster896	orf19.6152
Cluster897	orf19.2742
Cluster898	gene-YER188W
Cluster899	gene:KLLA0_F12023g
Cluster899	gene-YDR103W
Cluster900	gene-YJL070C
Cluster901	CAGL0K11506g
Cluster901	gene-YKL113C
Cluster901	gene:KLLA0_F02992g
Cluster901	orf19.547
Cluster902	CAGL0C02739g
Cluster903	gene:KLLA0_F16731g
Cluster903	gene-YEL048C
Cluster903	orf19.2888
Cluster904	gene:KLLA0_E16743g
Cluster904	gene-YOR033C
Cluster904	CAGL0H08085g
Cluster904	gene-YDR263C
Cluster904	orf19.926
Cluster905	orf19.1553
Cluster905	gene-YJR125C
Cluster905	gene:KLLA0_B04587g
Cluster906	orf19.4106
Cluster906	gene:KLLA0_B03828g
Cluster906	gene-YJR141W
Cluster906	CAGL0M00264g
Cluster907	orf19.652
Cluster907	CAGL0C02255g
Cluster907	gene-YER041W
Cluster907	gene:KLLA0_A01320g
Cluster908	gene-YDL161W
Cluster908	gene:KLLA0_C16731g
Cluster908	orf19.1444
Cluster909	gene:KLLA0_C00484g
Cluster909	gene-YCL061C
Cluster909	CAGL0B00330g
Cluster909	orf19.658
Cluster910	orf19.5666
Cluster910	gene:KLLA0_F26873g
Cluster910	gene-YMR039C
Cluster911	gene:KLLA0_B13970g
Cluster911	gene-YJR067C
Cluster911	orf19.7037
Cluster912	gene-YNL129W
Cluster912	gene:KLLA0_F24310g
Cluster912	orf19.511
Cluster913	orf19.947
Cluster913	CAGL0M10329g
Cluster913	gene-YKL003C
Cluster913	gene:KLLA0_B13365g
Cluster914	gene-YGL119W
Cluster914	gene:KLLA0_B00539g
Cluster914	orf19.3331
Cluster915	orf19.5982
Cluster915	gene-YOL120C
Cluster915	CAGL0E02013g
Cluster915	gene-YNL301C
Cluster915	gene:KLLA0_A07227g
Cluster916	orf19.4650
Cluster916	gene-YCL009C
Cluster916	gene:KLLA0_F12364g
Cluster917	orf19.4135
Cluster918	gene:KLLA0_C04125g
Cluster919	CAGL0I00352g
Cluster920	orf19.309
Cluster921	orf19.6956
Cluster922	gene:KLLA0_F26983g
Cluster922	gene-YKL048C
Cluster923	gene-YJL164C
Cluster924	gene-YNL020C
Cluster925	gene:KLLA0_C10461g
Cluster925	CAGL0D03938g
Cluster925	gene-YHR035W
Cluster926	CAGL0I04136g
Cluster926	gene-YGL226W
Cluster926	gene:KLLA0_A01297g
Cluster927	orf19.2923
Cluster928	orf19.5932
Cluster929	gene:KLLA0_C05610g
Cluster930	CAGL0I05104g
Cluster931	orf19.1332
Cluster932	CAGL0M14300g
Cluster933	CAGL0L02211g
Cluster934	CAGL0J04532g
Cluster935	CAGL0J06996g
Cluster936	CAGL0I05236g
Cluster937	CAGL0M12639g
Cluster938	CAGL0M12595g
Cluster939	CAGL0L02167g
Cluster940	gene-YNL300W
Cluster941	CAGL0H04763g
Cluster942	gene-YMR106C
Cluster942	gene:KLLA0_B12672g
Cluster942	orf19.2383
Cluster943	gene:KLLA0_B10032g
Cluster944	CAGL0I00836g
Cluster945	orf19.2343.1
Cluster945	gene-YCL005W-A
Cluster946	CAGL0K02585g
Cluster946	gene-YHL009C
Cluster946	orf19.3193
Cluster947	gene:KLLA0_C06380g
Cluster947	CAGL0M07073g
Cluster947	gene-YHR189W
Cluster947	orf19.4740
Cluster948	orf19.7118
Cluster948	CAGL0L11902g
Cluster948	gene-YER170W
Cluster948	gene:KLLA0_C17754g
Cluster949	gene:KLLA0_F18678g
Cluster949	gene-YDR036C
Cluster949	orf19.3029
Cluster950	CAGL0E04708g
Cluster950	gene-YDR058C
Cluster950	gene:KLLA0_C02739g
Cluster950	orf19.3043
Cluster951	orf19.5764
Cluster951	gene-YGL213C
Cluster951	gene:KLLA0_A01650g
Cluster952	orf19.7078
Cluster952	gene-YCL012C
Cluster953	orf19.972
Cluster953	gene:KLLA0_F09713g
Cluster953	gene-YBR228W
Cluster953	CAGL0K06941g
Cluster954	orf19.4697
Cluster954	CAGL0M11616g
Cluster954	gene-YLR106C
Cluster954	gene:KLLA0_F19888g
Cluster955	gene-YJL199C
Cluster956	gene-YOR156C
Cluster957	gene-YNCL0030W
Cluster958	orf19.3998
Cluster959	orf19.400
Cluster960	gene:KLLA0_D02112g
Cluster960	gene-YOL048C
Cluster960	CAGL0F00869g
Cluster961	CAGL0G09174g
Cluster962	CAGL0G09108g
Cluster963	CAGL0L08888g
Cluster964	CAGL0B04917g
Cluster965	CAGL0G09471r
Cluster966	CAGL0I05346r
Cluster967	CAGL0L07876r
Cluster968	CAGL0L08910g
Cluster969	gene-YCR041W
Cluster970	gene-YLR159W
Cluster971	gene-YMR271C
Cluster971	CAGL0J06600g
